L M s l' alpha Re(C) Im(C) Im(A)
11 11 0 11 1.057 7.46983658410195e-6 -7.32858769314512e-6 4.78683208547247
11 -11 1 10 1.057 3.22920079842033e-6 -4.03370890072028e-6 4.78683208547247
11 -10 1 10 1.057 2.41394865862717e-5 1.69327471040764e-5 4.78683208547247
11 -9 1 10 1.057 -5.57552643206653e-5 9.12414724677187e-5 4.78683208547247
11 -8 1 10 1.057 -0.000245342971881772 -0.000129453045041876 4.78683208547247
11 -7 1 10 1.057 0.000214760708580733 -0.000477565857941704 4.78683208547247
11 -6 1 10 1.057 0.000639832253782734 0.000240483719638056 4.78683208547247
11 -5 1 10 1.057 -0.000143406595018723 0.000472411561310084 4.78683208547247
11 -4 1 10 1.057 8.39335073200076e-5 2.34996697376465e-5 4.78683208547247
11 -3 1 10 1.057 -9.98084638298464e-5 0.000546117925571733 4.78683208547247
11 -2 1 10 1.057 -0.000273421575142320 -3.15604755263200e-5 4.78683208547247
11 -1 1 10 1.057 -2.62558237371978e-5 0.000429055821392331 4.78683208547247
11 0 1 10 1.057 -0.000364102823932910 0 4.78683208547247
11 1 1 10 1.057 2.62558237371978e-5 0.000429055821392331 4.78683208547247
11 2 1 10 1.057 -0.000273421575142320 3.15604755263200e-5 4.78683208547247
11 3 1 10 1.057 9.98084638298464e-5 0.000546117925571733 4.78683208547247
11 4 1 10 1.057 8.39335073200077e-5 -2.34996697376465e-5 4.78683208547247
11 5 1 10 1.057 0.000143406595018724 0.000472411561310084 4.78683208547247
11 6 1 10 1.057 0.000639832253782735 -0.000240483719638056 4.78683208547247
11 7 1 10 1.057 -0.000214760708580733 -0.000477565857941704 4.78683208547247
11 8 1 10 1.057 -0.000245342971881772 0.000129453045041876 4.78683208547247
11 9 1 10 1.057 5.57552643206653e-5 9.12414724677188e-5 4.78683208547247
11 10 1 10 1.057 2.41394865862717e-5 -1.69327471040764e-5 4.78683208547247
11 11 1 10 1.057 -3.22920079842033e-6 -4.03370890072028e-6 4.78683208547247
11 -11 1 12 1.057 -3.24382106935199e-6 2.56407195176303e-6 4.78683208547247
11 -10 1 12 1.057 -1.69097675368710e-5 -1.80176622062140e-5 4.78683208547247
11 -9 1 12 1.057 6.29732900124366e-5 -6.99702740654758e-5 4.78683208547247
11 -8 1 12 1.057 0.000205435091977675 0.000155842563106779 4.78683208547247
11 -7 1 12 1.057 -0.000277957169855198 0.000437956091616500 4.78683208547247
11 -6 1 12 1.057 -0.000652881295248603 -0.000341764340345472 4.78683208547247
11 -5 1 12 1.057 0.000242845849782582 -0.000577054328854572 4.78683208547247
11 -4 1 12 1.057 4.65254208650856e-5 1.26565495709036e-5 4.78683208547247
11 -3 1 12 1.057 0.000134520610612323 -0.000544738744072010 4.78683208547247
11 -2 1 12 1.057 0.000423234297711482 6.73698718970779e-5 4.78683208547247
11 -1 1 12 1.057 2.95211949165254e-5 -0.000360435200628967 4.78683208547247
11 0 1 12 1.057 0.000505525426521855 0 4.78683208547247
11 1 1 12 1.057 -2.95211949165254e-5 -0.000360435200628967 4.78683208547247
11 2 1 12 1.057 0.000423234297711482 -6.73698718970779e-5 4.78683208547247
11 3 1 12 1.057 -0.000134520610612323 -0.000544738744072010 4.78683208547247
11 4 1 12 1.057 4.65254208650856e-5 -1.26565495709036e-5 4.78683208547247
11 5 1 12 1.057 -0.000242845849782582 -0.000577054328854572 4.78683208547247
11 6 1 12 1.057 -0.000652881295248603 0.000341764340345472 4.78683208547247
11 7 1 12 1.057 0.000277957169855199 0.000437956091616500 4.78683208547247
11 8 1 12 1.057 0.000205435091977675 -0.000155842563106779 4.78683208547247
11 9 1 12 1.057 -6.29732900124366e-5 -6.99702740654758e-5 4.78683208547247
11 10 1 12 1.057 -1.69097675368710e-5 1.80176622062140e-5 4.78683208547247
11 11 1 12 1.057 3.24382106935199e-6 2.56407195176303e-6 4.78683208547247
11 -9 2 9 1.057 1.51695508010402e-5 8.61113967351513e-6 4.78683208547247
11 -8 2 9 1.057 -1.98270953599721e-5 4.02980120077439e-5 4.78683208547247
11 -7 2 9 1.057 -7.74066558038358e-5 -3.25642695361001e-5 4.78683208547247
11 -6 2 9 1.057 3.59542400474109e-5 -0.000101969338647824 4.78683208547247
11 -5 2 9 1.057 7.28206250449836e-5 2.07880651773101e-5 4.78683208547247
11 -4 2 9 1.057 4.28988453885515e-6 -1.68515354312606e-5 4.78683208547247
11 -3 2 9 1.057 8.75278922641395e-5 1.50602180837422e-5 4.78683208547247
11 -2 2 9 1.057 -4.35070358294848e-6 4.00035591718921e-5 4.78683208547247
11 -1 2 9 1.057 7.04979911469325e-5 4.05976623133569e-6 4.78683208547247
11 0 2 9 1.057 0 5.47902933087041e-5 4.78683208547247
11 1 2 9 1.057 7.04979911469325e-5 -4.05976623133569e-6 4.78683208547247
11 2 2 9 1.057 4.35070358294848e-6 4.00035591718921e-5 4.78683208547247
11 3 2 9 1.057 8.75278922641395e-5 -1.50602180837422e-5 4.78683208547247
11 4 2 9 1.057 -4.28988453885515e-6 -1.68515354312606e-5 4.78683208547247
11 5 2 9 1.057 7.28206250449836e-5 -2.07880651773101e-5 4.78683208547247
11 6 2 9 1.057 -3.59542400474109e-5 -0.000101969338647824 4.78683208547247
11 7 2 9 1.057 -7.74066558038358e-5 3.25642695361001e-5 4.78683208547247
11 8 2 9 1.057 1.98270953599721e-5 4.02980120077439e-5 4.78683208547247
11 9 2 9 1.057 1.51695508010402e-5 -8.61113967351513e-6 4.78683208547247
11 -11 2 11 1.057 3.74675577784823e-7 3.80956024516648e-7 4.78683208547247
11 -10 2 11 1.057 -2.03164267609529e-6 2.33452346562500e-6 4.78683208547247
11 -9 2 11 1.057 -9.15924853773117e-6 -6.80875185837880e-6 4.78683208547247
11 -8 2 11 1.057 1.61146496469782e-5 -2.55340011827504e-5 4.78683208547247
11 -7 2 11 1.057 5.16057760752592e-5 2.73385768495541e-5 4.78683208547247
11 -6 2 11 1.057 -3.15522374288882e-5 7.23389414799093e-5 4.78683208547247
11 -5 2 11 1.057 -5.79498925846108e-5 -2.00157637493104e-5 4.78683208547247
11 -4 2 11 1.057 -1.65447977772856e-6 3.09518565661128e-6 4.78683208547247
11 -3 2 11 1.057 -6.08352646278146e-5 -1.28411716523330e-5 4.78683208547247
11 -2 2 11 1.057 4.81766149725206e-6 -3.74840729729090e-5 4.78683208547247
11 -1 2 11 1.057 -4.46081912812315e-5 -3.19771714700698e-6 4.78683208547247
11 0 2 11 1.057 0 -4.71200864486721e-5 4.78683208547247
11 1 2 11 1.057 -4.46081912812315e-5 3.19771714700698e-6 4.78683208547247
11 2 2 11 1.057 -4.81766149725207e-6 -3.74840729729090e-5 4.78683208547247
11 3 2 11 1.057 -6.08352646278146e-5 1.28411716523330e-5 4.78683208547247
11 4 2 11 1.057 1.65447977772855e-6 3.09518565661129e-6 4.78683208547247
11 5 2 11 1.057 -5.79498925846108e-5 2.00157637493105e-5 4.78683208547247
11 6 2 11 1.057 3.15522374288882e-5 7.23389414799093e-5 4.78683208547247
11 7 2 11 1.057 5.16057760752592e-5 -2.73385768495541e-5 4.78683208547247
11 8 2 11 1.057 -1.61146496469782e-5 -2.55340011827504e-5 4.78683208547247
11 9 2 11 1.057 -9.15924853773117e-6 6.80875185837880e-6 4.78683208547247
11 10 2 11 1.057 2.03164267609529e-6 2.33452346562500e-6 4.78683208547247
11 11 2 11 1.057 3.74675577784823e-7 -3.80956024516648e-7 4.78683208547247
11 -10 2 9 1.057 2.63483561748250e-6 -4.06157615712234e-6 4.78683208547247
11 10 2 9 1.057 -2.63483561748250e-6 -4.06157615712234e-6 4.78683208547247
11 -11 2 9 1.057 -6.87071753323607e-7 -5.06011737664690e-7 4.78683208547247
11 11 2 9 1.057 -6.87071753323607e-7 5.06011737664690e-7 4.78683208547247
11 -11 0 11 0.02526 1.36627314400059e-5 1.34043796485559e-5 0.114394870841092
11 -10 0 11 0.02526 -7.23755557817667e-5 8.50050869279723e-5 0.114394870841092
11 -9 0 11 0.02526 -0.000333838429481682 -0.000245863933401602 0.114394870841092
11 -8 0 11 0.02526 0.000590792171231500 -0.000933474415604355 0.114394870841092
11 -7 0 11 0.02526 0.00189586935424452 0.00102032368144296 0.114394870841092
11 -6 0 11 0.02526 -0.00120572341714339 0.00267696039686198 0.114394870841092
11 -5 0 11 0.02526 -0.00217324141758507 -0.000799854305463880 0.114394870841092
11 -4 0 11 0.02526 -2.24540102380273e-5 7.74649310647770e-5 0.114394870841092
11 -3 0 11 0.02526 -0.00225895373764529 -0.000485250311319977 0.114394870841092
11 -2 0 11 0.02526 0.000204865665946395 -0.00144263992844229 0.114394870841092
11 -1 0 11 0.02526 -0.00163488361455850 -0.000115503446299401 0.114394870841092
11 0 0 11 0.02526 0 -0.00180083235625106 0.114394870841092
11 1 0 11 0.02526 -0.00163488361455850 0.000115503446299401 0.114394870841092
11 2 0 11 0.02526 -0.000204865665946395 -0.00144263992844229 0.114394870841092
11 3 0 11 0.02526 -0.00225895373764529 0.000485250311319978 0.114394870841092
11 4 0 11 0.02526 2.24540102380273e-5 7.74649310647770e-5 0.114394870841092
11 5 0 11 0.02526 -0.00217324141758507 0.000799854305463880 0.114394870841092
11 6 0 11 0.02526 0.00120572341714339 0.00267696039686198 0.114394870841092
11 7 0 11 0.02526 0.00189586935424452 -0.00102032368144296 0.114394870841092
11 8 0 11 0.02526 -0.000590792171231500 -0.000933474415604355 0.114394870841092
11 9 0 11 0.02526 -0.000333838429481682 0.000245863933401602 0.114394870841092
11 10 0 11 0.02526 7.23755557817667e-5 8.50050869279723e-5 0.114394870841092
11 11 0 11 0.02526 1.36627314400059e-5 -1.34043796485559e-5 0.114394870841092
11 -11 0 11 0.102 -3.27180149010954e-5 -3.20993422879723e-5 0.461927031899898
11 -10 0 11 0.102 0.000173317064961783 -0.000203560884804825 0.461927031899898
11 -9 0 11 0.102 0.000799439757584464 0.000588768056519162 0.461927031899898
11 -8 0 11 0.102 -0.00141476447419612 0.00223538243239606 0.461927031899898
11 -7 0 11 0.102 -0.00454002057019686 -0.00244335955515032 0.461927031899898
11 -6 0 11 0.102 0.00288733456424289 -0.00641049196778580 0.461927031899898
11 -5 0 11 0.102 0.00520424085011475 0.00191540360723516 0.461927031899898
11 -4 0 11 0.102 5.37704078267975e-5 -0.000185504544242773 0.461927031899898
11 -3 0 11 0.102 0.00540949533947158 0.00116202437164507 0.461927031899898
11 -2 0 11 0.102 -0.000490589889773467 0.00345467631292835 0.461927031899898
11 -1 0 11 0.102 0.00391504046592448 0.000276595020091387 0.461927031899898
11 0 0 11 0.102 0 0.00431243636200548 0.461927031899898
11 1 0 11 0.102 0.00391504046592448 -0.000276595020091387 0.461927031899898
11 2 0 11 0.102 0.000490589889773467 0.00345467631292835 0.461927031899898
11 3 0 11 0.102 0.00540949533947158 -0.00116202437164507 0.461927031899898
11 4 0 11 0.102 -5.37704078267975e-5 -0.000185504544242773 0.461927031899898
11 5 0 11 0.102 0.00520424085011475 -0.00191540360723516 0.461927031899898
11 6 0 11 0.102 -0.00288733456424289 -0.00641049196778580 0.461927031899898
11 7 0 11 0.102 -0.00454002057019686 0.00244335955515032 0.461927031899898
11 8 0 11 0.102 0.00141476447419612 0.00223538243239606 0.461927031899898
11 9 0 11 0.102 0.000799439757584464 -0.000588768056519162 0.461927031899898
11 10 0 11 0.102 -0.000173317064961783 -0.000203560884804825 0.461927031899898
11 11 0 11 0.102 -3.27180149010954e-5 3.20993422879723e-5 0.461927031899898
11 -10 1 10 0.102 -7.07089802551553e-5 -5.23353733740698e-5 0.461927031899898
11 -9 1 10 0.102 0.000164214102406554 -0.000256738159127580 0.461927031899898
11 -8 1 10 0.102 0.000655927006127890 0.000359009646826988 0.461927031899898
11 -7 1 10 0.102 -0.000548924658096342 0.00119060763344913 0.461927031899898
11 -6 1 10 0.102 -0.00142535819844591 -0.000538319300530344 0.461927031899898
11 -5 1 10 0.102 0.000219277714581951 -0.000775675190314571 0.461927031899898
11 -4 1 10 0.102 -0.000616274687950965 -0.000176831160191850 0.461927031899898
11 -3 1 10 0.102 0.000248230176015299 -0.00133266857570857 0.461927031899898
11 -2 1 10 0.102 0.000199479977219242 1.25328774997620e-5 0.461927031899898
11 -1 1 10 0.102 8.13284895243206e-5 -0.00127595166029456 0.461927031899898
11 0 1 10 0.102 0.000457005155702955 0 0.461927031899898
11 1 1 10 0.102 -8.13284895243206e-5 -0.00127595166029456 0.461927031899898
11 2 1 10 0.102 0.000199479977219242 -1.25328774997620e-5 0.461927031899898
11 3 1 10 0.102 -0.000248230176015299 -0.00133266857570857 0.461927031899898
11 4 1 10 0.102 -0.000616274687950966 0.000176831160191850 0.461927031899898
11 5 1 10 0.102 -0.000219277714581951 -0.000775675190314571 0.461927031899898
11 6 1 10 0.102 -0.00142535819844591 0.000538319300530344 0.461927031899898
11 7 1 10 0.102 0.000548924658096342 0.00119060763344913 0.461927031899898
11 8 1 10 0.102 0.000655927006127890 -0.000359009646826988 0.461927031899898
11 9 1 10 0.102 -0.000164214102406554 -0.000256738159127580 0.461927031899898
11 10 1 10 0.102 -7.07089802551553e-5 5.23353733740698e-5 0.461927031899898
11 -11 1 12 0.102 3.78326836601122e-6 -2.24296489193641e-6 0.461927031899898
11 -10 1 12 0.102 1.91892452922581e-5 2.42063286925585e-5 0.461927031899898
11 -9 1 12 0.102 -9.58024699856359e-5 9.63169757417991e-5 0.461927031899898
11 -8 1 12 0.102 -0.000331280896239726 -0.000265790230220587 0.461927031899898
11 -7 1 12 0.102 0.000530131805000368 -0.000814393443259593 0.461927031899898
11 -6 1 12 0.102 0.00140569578003547 0.000736809043188652 0.461927031899898
11 -5 1 12 0.102 -0.000626618517705770 0.00152266428779910 0.461927031899898
11 -4 1 12 0.102 -0.000534350651442692 -0.000153084632192502 0.461927031899898
11 -3 1 12 0.102 -0.000264952546460585 0.00105631707146902 0.461927031899898
11 -2 1 12 0.102 -0.00132620247729904 -0.000204125448604598 0.461927031899898
11 -1 1 12 0.102 -4.08236691544349e-5 0.000453040582838918 0.461927031899898
11 0 1 12 0.102 -0.00144748831858188 0 0.461927031899898
11 1 1 12 0.102 4.08236691544349e-5 0.000453040582838918 0.461927031899898
11 2 1 12 0.102 -0.00132620247729904 0.000204125448604598 0.461927031899898
11 3 1 12 0.102 0.000264952546460585 0.00105631707146902 0.461927031899898
11 4 1 12 0.102 -0.000534350651442692 0.000153084632192502 0.461927031899898
11 5 1 12 0.102 0.000626618517705770 0.00152266428779910 0.461927031899898
11 6 1 12 0.102 0.00140569578003547 -0.000736809043188652 0.461927031899898
11 7 1 12 0.102 -0.000530131805000368 -0.000814393443259593 0.461927031899898
11 8 1 12 0.102 -0.000331280896239726 0.000265790230220587 0.461927031899898
11 9 1 12 0.102 9.58024699856359e-5 9.63169757417991e-5 0.461927031899898
11 10 1 12 0.102 1.91892452922581e-5 -2.42063286925585e-5 0.461927031899898
11 11 1 12 0.102 -3.78326836601122e-6 -2.24296489193641e-6 0.461927031899898
11 -11 1 10 0.102 -1.03927061376099e-5 1.22062328793468e-5 0.461927031899898
11 11 1 10 0.102 1.03927061376099e-5 1.22062328793468e-5 0.461927031899898
11 -11 0 11 0.247 4.38607186480541e-6 4.30313460378430e-6 1.11858800862034
11 -10 0 11 0.247 -2.32343283850659e-5 2.72887176167723e-5 1.11858800862034
11 -9 0 11 0.247 -0.000107170323106329 -7.89283523282583e-5 1.11858800862034
11 -8 0 11 0.247 0.000189658775887105 -0.000299668180464225 1.11858800862034
11 -7 0 11 0.247 0.000608620558086230 0.000327548924738998 1.11858800862034
11 -6 0 11 0.247 -0.000387066786746953 0.000859369938685524 1.11858800862034
11 -5 0 11 0.247 -0.000697663792848113 -0.000256772848133878 1.11858800862034
11 -4 0 11 0.247 -7.20828796127034e-6 2.48681426656339e-5 1.11858800862034
11 -3 0 11 0.247 -0.000725179549644925 -0.000155777250487162 1.11858800862034
11 -2 0 11 0.247 6.57669030104070e-5 -0.000463122797148596 1.11858800862034
11 -1 0 11 0.247 -0.000524837735084934 -3.70794389340383e-5 1.11858800862034
11 0 0 11 0.247 0 -0.000578111350989169 1.11858800862034
11 1 0 11 0.247 -0.000524837735084934 3.70794389340383e-5 1.11858800862034
11 2 0 11 0.247 -6.57669030104070e-5 -0.000463122797148596 1.11858800862034
11 3 0 11 0.247 -0.000725179549644925 0.000155777250487162 1.11858800862034
11 4 0 11 0.247 7.20828796127034e-6 2.48681426656339e-5 1.11858800862034
11 5 0 11 0.247 -0.000697663792848113 0.000256772848133878 1.11858800862034
11 6 0 11 0.247 0.000387066786746953 0.000859369938685524 1.11858800862034
11 7 0 11 0.247 0.000608620558086230 -0.000327548924738998 1.11858800862034
11 8 0 11 0.247 -0.000189658775887105 -0.000299668180464225 1.11858800862034
11 9 0 11 0.247 -0.000107170323106329 7.89283523282583e-5 1.11858800862034
11 10 0 11 0.247 2.32343283850659e-5 2.72887176167723e-5 1.11858800862034
11 11 0 11 0.247 4.38607186480541e-6 -4.30313460378430e-6 1.11858800862034
11 -11 1 10 0.247 3.54157134806933e-7 -5.35516620682348e-7 1.11858800862034
11 -10 1 10 0.247 4.52597012821220e-6 3.00228329071537e-6 1.11858800862034
11 -9 1 10 0.247 -1.41626411705096e-5 2.28833401471879e-5 1.11858800862034
11 -8 1 10 0.247 -7.99931738961912e-5 -4.45553391843659e-5 1.11858800862034
11 -7 1 10 0.247 9.82504872711768e-5 -0.000201022072669973 1.11858800862034
11 -6 1 10 0.247 0.000357081766932211 0.000149616034558498 1.11858800862034
11 -5 1 10 0.247 -0.000141703450340354 0.000404476807584809 1.11858800862034
11 -4 1 10 0.247 -0.000169021244143892 -4.91875562384295e-5 1.11858800862034
11 -3 1 10 0.247 -4.96743459415633e-5 0.000250405958129954 1.11858800862034
11 -2 1 10 0.247 -0.000361680409147695 -4.96524962697728e-5 1.11858800862034
11 -1 1 10 0.247 -4.84765548785174e-6 8.21171820176824e-5 1.11858800862034
11 0 1 10 0.247 -0.000385552371843680 0 1.11858800862034
11 1 1 10 0.247 4.84765548785174e-6 8.21171820176824e-5 1.11858800862034
11 2 1 10 0.247 -0.000361680409147695 4.96524962697728e-5 1.11858800862034
11 3 1 10 0.247 4.96743459415633e-5 0.000250405958129954 1.11858800862034
11 4 1 10 0.247 -0.000169021244143892 4.91875562384295e-5 1.11858800862034
11 5 1 10 0.247 0.000141703450340354 0.000404476807584809 1.11858800862034
11 6 1 10 0.247 0.000357081766932211 -0.000149616034558498 1.11858800862034
11 7 1 10 0.247 -9.82504872711768e-5 -0.000201022072669973 1.11858800862034
11 8 1 10 0.247 -7.99931738961912e-5 4.45553391843659e-5 1.11858800862034
11 9 1 10 0.247 1.41626411705096e-5 2.28833401471879e-5 1.11858800862034
11 10 1 10 0.247 4.52597012821219e-6 -3.00228329071537e-6 1.11858800862034
11 11 1 10 0.247 -3.54157134806933e-7 -5.35516620682348e-7 1.11858800862034
11 -11 1 12 0.247 -3.44661397642878e-6 3.33850935584549e-6 1.11858800862034
11 -10 1 12 0.247 -1.95769639257876e-5 -1.75195855899982e-5 1.11858800862034
11 -9 1 12 0.247 5.55513299246218e-5 -7.17755319425011e-5 1.11858800862034
11 -8 1 12 0.247 0.000184690659666291 0.000122961985453842 1.11858800862034
11 -7 1 12 0.247 -0.000191059191670651 0.000336545920867572 1.11858800862034
11 -6 1 12 0.247 -0.000401962217875492 -0.000192263175980927 1.11858800862034
11 -5 1 12 0.247 8.50928070852667e-5 -0.000211739191533672 1.11858800862034
11 -4 1 12 0.247 -0.000190986189918655 -5.55543225999955e-5 1.11858800862034
11 -3 1 12 0.247 8.79169050777863e-5 -0.000390113508847780 1.11858800862034
11 -2 1 12 0.247 4.73757581423249e-5 8.43654068890612e-6 1.11858800862034
11 -1 1 12 0.247 2.79029956763910e-5 -0.000381449098210440 1.11858800862034
11 0 1 12 0.247 0.000125068169745874 0 1.11858800862034
11 1 1 12 0.247 -2.79029956763910e-5 -0.000381449098210440 1.11858800862034
11 2 1 12 0.247 4.73757581423249e-5 -8.43654068890612e-6 1.11858800862034
11 3 1 12 0.247 -8.79169050777862e-5 -0.000390113508847780 1.11858800862034
11 4 1 12 0.247 -0.000190986189918655 5.55543225999955e-5 1.11858800862034
11 5 1 12 0.247 -8.50928070852667e-5 -0.000211739191533672 1.11858800862034
11 6 1 12 0.247 -0.000401962217875492 0.000192263175980927 1.11858800862034
11 7 1 12 0.247 0.000191059191670651 0.000336545920867573 1.11858800862034
11 8 1 12 0.247 0.000184690659666291 -0.000122961985453842 1.11858800862034
11 9 1 12 0.247 -5.55513299246218e-5 -7.17755319425011e-5 1.11858800862034
11 10 1 12 0.247 -1.95769639257876e-5 1.75195855899982e-5 1.11858800862034
11 11 1 12 0.247 3.44661397642878e-6 3.33850935584549e-6 1.11858800862034
11 -9 2 9 0.247 1.32558186974541e-6 9.65998454309460e-7 1.11858800862034
11 -8 2 9 0.247 -4.76844786031811e-6 8.15182710978920e-6 1.11858800862034
11 -7 2 9 0.247 -2.64564131169021e-5 -1.28961809627099e-5 1.11858800862034
11 -6 2 9 0.247 2.21021105942298e-5 -5.47715440755007e-5 1.11858800862034
11 -5 2 9 0.247 6.97748578064122e-5 2.27623530494311e-5 1.11858800862034
11 -4 2 9 0.247 -8.93120250031125e-6 3.58792162066475e-5 1.11858800862034
11 -3 2 9 0.247 3.86027995139938e-5 7.64483114536414e-6 1.11858800862034
11 -2 2 9 0.247 -8.43099114977291e-6 6.69150299011006e-5 1.11858800862034
11 -1 2 9 0.247 8.08403760687289e-6 6.13908924457645e-7 1.11858800862034
11 0 2 9 0.247 0 7.01136346954258e-5 1.11858800862034
11 1 2 9 0.247 8.08403760687289e-6 -6.13908924457645e-7 1.11858800862034
11 2 2 9 0.247 8.43099114977291e-6 6.69150299011007e-5 1.11858800862034
11 3 2 9 0.247 3.86027995139938e-5 -7.64483114536414e-6 1.11858800862034
11 4 2 9 0.247 8.93120250031125e-6 3.58792162066475e-5 1.11858800862034
11 5 2 9 0.247 6.97748578064122e-5 -2.27623530494311e-5 1.11858800862034
11 6 2 9 0.247 -2.21021105942298e-5 -5.47715440755007e-5 1.11858800862034
11 7 2 9 0.247 -2.64564131169021e-5 1.28961809627099e-5 1.11858800862034
11 8 2 9 0.247 4.76844786031811e-6 8.15182710978919e-6 1.11858800862034
11 9 2 9 0.247 1.32558186974542e-6 -9.65998454309461e-7 1.11858800862034
11 -11 2 11 0.247 3.49876627934091e-7 2.41327098557719e-7 1.11858800862034
11 -10 2 11 0.247 -1.22500904776317e-6 1.93912169140058e-6 1.11858800862034
11 -9 2 11 0.247 -6.85838324791569e-6 -3.97681473088648e-6 1.11858800862034
11 -8 2 11 0.247 9.32879831978546e-6 -1.75016996278295e-5 1.11858800862034
11 -7 2 11 0.247 3.29950532362791e-5 1.61899972937063e-5 1.11858800862034
11 -6 2 11 0.247 -2.01208026556968e-5 4.43019440644260e-5 1.11858800862034
11 -5 2 11 0.247 -3.59523540299100e-5 -1.56910898957626e-5 1.11858800862034
11 -4 2 11 0.247 3.55139001394273e-6 -2.65522494601611e-6 1.11858800862034
11 -3 2 11 0.247 -3.07102730377900e-5 -6.11609495907041e-6 1.11858800862034
11 -2 2 11 0.247 4.66068307439065e-6 -2.38263489894245e-5 1.11858800862034
11 -1 2 11 0.247 -1.84894124306436e-5 -8.40000001892058e-7 1.11858800862034
11 0 2 11 0.247 0 -2.76400453579355e-5 1.11858800862034
11 1 2 11 0.247 -1.84894124306436e-5 8.40000001892058e-7 1.11858800862034
11 2 2 11 0.247 -4.66068307439065e-6 -2.38263489894245e-5 1.11858800862034
11 3 2 11 0.247 -3.07102730377900e-5 6.11609495907042e-6 1.11858800862034
11 4 2 11 0.247 -3.55139001394273e-6 -2.65522494601611e-6 1.11858800862034
11 5 2 11 0.247 -3.59523540299100e-5 1.56910898957626e-5 1.11858800862034
11 6 2 11 0.247 2.01208026556968e-5 4.43019440644260e-5 1.11858800862034
11 7 2 11 0.247 3.29950532362792e-5 -1.61899972937063e-5 1.11858800862034
11 8 2 11 0.247 -9.32879831978546e-6 -1.75016996278295e-5 1.11858800862034
11 9 2 11 0.247 -6.85838324791569e-6 3.97681473088648e-6 1.11858800862034
11 10 2 11 0.247 1.22500904776317e-6 1.93912169140058e-6 1.11858800862034
11 11 2 11 0.247 3.49876627934091e-7 -2.41327098557719e-7 1.11858800862034
11 -10 2 9 0.247 -2.81931583770986e-9 5.44724817487302e-8 1.11858800862034
11 10 2 9 0.247 2.81931583770990e-9 5.44724817487303e-8 1.11858800862034
11 -11 2 9 0.247 7.19007227412518e-8 5.29531442351581e-8 1.11858800862034
11 11 2 9 0.247 7.19007227412518e-8 -5.29531442351581e-8 1.11858800862034
11 -11 0 11 33.87 0 0 162.200870695300
11 -10 0 11 33.87 0 0 162.200870695300
11 -9 0 11 33.87 0 0 162.200870695300
11 -8 0 11 33.87 0 0 162.200870695300
11 -7 0 11 33.87 0 0 162.200870695300
11 -6 0 11 33.87 0 0 162.200870695300
11 -5 0 11 33.87 0 0 162.200870695300
11 -4 0 11 33.87 0 0 162.200870695300
11 -3 0 11 33.87 0 0 162.200870695300
11 -2 0 11 33.87 0 0 162.200870695300
11 -1 0 11 33.87 0 0 162.200870695300
11 0 0 11 33.87 0 0 162.200870695300
11 1 0 11 33.87 0 0 162.200870695300
11 2 0 11 33.87 0 0 162.200870695300
11 3 0 11 33.87 0 0 162.200870695300
11 4 0 11 33.87 0 0 162.200870695300
11 5 0 11 33.87 0 0 162.200870695300
11 6 0 11 33.87 0 0 162.200870695300
11 7 0 11 33.87 0 0 162.200870695300
11 8 0 11 33.87 0 0 162.200870695300
11 9 0 11 33.87 0 0 162.200870695300
11 10 0 11 33.87 0 0 162.200870695300
11 11 0 11 33.87 0 0 162.200870695300
11 -11 0 11 5.095 1.03762933030469e-15 -8.39194896460074e-16 24.3995700086375
11 -10 0 11 5.095 -3.95535354843356e-15 -5.56112370691749e-15 24.3995700086375
11 -9 0 11 5.095 -1.86770867739982e-14 1.16164791087612e-14 24.3995700086375
11 -8 0 11 5.095 2.37403750025055e-14 4.40208855656737e-14 24.3995700086375
11 -7 0 11 5.095 7.31090592049928e-14 -3.37744060045813e-14 24.3995700086375
11 -6 0 11 5.095 -3.03083273367271e-14 -7.79239574848735e-14 24.3995700086375
11 -5 0 11 5.095 -3.11132785918513e-14 9.93620649458868e-15 24.3995700086375
11 -4 0 11 5.095 -1.12951129608554e-14 -4.47397977111718e-14 24.3995700086375
11 -3 0 11 5.095 -6.71221732429311e-14 1.25939639257318e-14 24.3995700086375
11 -2 0 11 5.095 -6.45380716031154e-16 -5.19289831785677e-15 24.3995700086375
11 -1 0 11 5.095 -6.91037643609948e-14 4.27770166863479e-15 24.3995700086375
11 0 0 11 5.095 0 7.94704793036128e-15 24.3995700086375
11 1 0 11 5.095 -6.91037643609949e-14 -4.27770166863479e-15 24.3995700086375
11 2 0 11 5.095 6.45380716031154e-16 -5.19289831785677e-15 24.3995700086375
11 3 0 11 5.095 -6.71221732429311e-14 -1.25939639257318e-14 24.3995700086375
11 4 0 11 5.095 1.12951129608554e-14 -4.47397977111718e-14 24.3995700086375
11 5 0 11 5.095 -3.11132785918513e-14 -9.93620649458868e-15 24.3995700086375
11 6 0 11 5.095 3.03083273367271e-14 -7.79239574848735e-14 24.3995700086375
11 7 0 11 5.095 7.31090592049927e-14 3.37744060045813e-14 24.3995700086375
11 8 0 11 5.095 -2.37403750025055e-14 4.40208855656737e-14 24.3995700086375
11 9 0 11 5.095 -1.86770867739982e-14 -1.16164791087612e-14 24.3995700086375
11 10 0 11 5.095 3.95535354843356e-15 -5.56112370691749e-15 24.3995700086375
11 11 0 11 5.095 1.03762933030469e-15 8.39194896460074e-16 24.3995700086375
