r l m Re(R) Im(R)
9.3 6 4 0.000263732126693147 4.61009579460906e-5
9.3 6 6 0.000579092896422829 0.000160959320522175
9.3 7 -7 0.000559246259675051 -0.000181656519304653
9.3 7 -5 0.000269587251799589 -5.79144878268987e-5
9.3 7 -3 0.000136593999488374 -1.82174034735402e-5
9.3 7 -1 3.92170063439056e-5 -5.47050991917171e-6
9.3 7 1 -3.92170063439057e-5 -5.47050991917203e-6
9.3 7 3 -0.000136593999488374 -1.82174034735400e-5
9.3 7 5 -0.000269587251799589 -5.79144878268986e-5
9.3 7 7 -0.000559246259675051 -0.000181656519304653
9.3 8 -8 0.000525691808313387 -0.000197517651485465
9.3 8 -6 0.000274361632880259 -7.46545212620266e-5
9.3 8 -4 0.000156608942964557 -2.77843311536993e-5
9.3 8 -2 7.09359071838432e-5 -6.14795371556558e-6
9.3 8 0 0.000685165498490183 0
9.3 8 2 7.09359071838430e-5 6.14795371556536e-6
9.3 8 4 0.000156608942964557 2.77843311536993e-5
9.3 8 6 0.000274361632880259 7.46545212620267e-5
9.3 8 8 0.000525691808313387 0.000197517651485465
9.3 9 -9 0.000502033563862712 -0.000216601862414093
9.3 9 -7 0.000273549834867629 -8.61193046036372e-5
9.3 9 -5 0.000168617901296916 -3.74505492336163e-5
9.3 9 -3 9.21876530195783e-5 -1.15147698407386e-5
9.3 9 -1 2.64903602637136e-5 -8.13111306661334e-6
9.3 9 1 -2.64903602637136e-5 -8.13111306661313e-6
9.3 9 3 -9.21876530195784e-5 -1.15147698407386e-5
9.3 9 5 -0.000168617901296916 -3.74505492336163e-5
9.3 9 7 -0.000273549834867629 -8.61193046036372e-5
9.3 9 9 -0.000502033563862712 -0.000216601862414092
9.3 10 -10 0.000472671841524041 -0.000226012350645988
9.3 10 -8 0.000268817818469622 -0.000100053131896668
9.3 10 -6 0.000176511716024857 -4.79503213823450e-5
9.3 10 -4 0.000108272110069298 -1.92369520104042e-5
9.3 10 -2 4.98511386823498e-5 -4.37891806034552e-6
9.3 10 0 0.000715064449619878 0
9.3 10 2 4.98511386823497e-5 4.37891806034533e-6
9.3 10 4 0.000108272110069298 1.92369520104042e-5
9.3 10 6 0.000176511716024857 4.79503213823450e-5
9.3 10 8 0.000268817818469622 0.000100053131896668
9.3 10 10 0.000472671841524041 0.000226012350645988
9.3 11 -11 0.000444973303806751 -0.000240147342300112
9.3 11 -9 0.000263173136167386 -0.000110779276973588
9.3 11 -7 0.000180620694780322 -5.75550458517875e-5
9.3 11 -5 0.000119544423338999 -2.63265952078297e-5
9.3 11 -3 6.76723585767591e-5 -8.89148397230485e-6
9.3 11 -1 1.87498393180454e-5 -9.59381034727595e-6
9.3 11 1 -1.87498393180454e-5 -9.59381034727671e-6
9.3 11 3 -6.76723585767591e-5 -8.89148397230491e-6
9.3 11 5 -0.000119544423338999 -2.63265952078297e-5
9.3 11 7 -0.000180620694780322 -5.75550458517876e-5
9.3 11 9 -0.000263173136167386 -0.000110779276973588
9.3 11 11 -0.000444973303806751 -0.000240147342300112
9.3 12 -12 0.000417712159309954 -0.000246715113612586
9.3 12 -10 0.000253906607567008 -0.000121297861805962
9.3 12 -8 0.000181653174008110 -6.72734239356931e-5
9.3 12 -6 0.000127371190500933 -3.45727266799929e-5
9.3 12 -4 8.09122723689170e-5 -1.43791265339865e-5
9.3 12 -2 3.75657637711391e-5 -3.27895516747943e-6
9.3 12 0 0.000719419659860301 0
9.3 12 2 3.75657637711391e-5 3.27895516747935e-6
9.3 12 4 8.09122723689170e-5 1.43791265339864e-5
9.3 12 6 0.000127371190500933 3.45727266799929e-5
9.3 12 8 0.000181653174008110 6.72734239356930e-5
9.3 12 10 0.000253906607567008 0.000121297861805962
9.3 12 12 0.000417712159309954 0.000246715113612586
9.4 0 0 -0.0416028388200826 0
9.4 1 -1 -0.00173490548860686 0.0112706187402302
9.4 1 1 0.00173490548860686 0.0112706187402302
9.4 2 -2 -0.00235669416282141 -5.74168176423193e-5
9.4 2 0 0.000476059793724585 0
9.4 2 2 -0.00235669416282141 5.74168176423195e-5
9.4 3 -3 0.000612021799530202 -1.25652420320865e-5
9.4 3 -1 0.000128057399425029 -0.000204022697933928
9.4 3 1 -0.000128057399425029 -0.000204022697933927
9.4 3 3 -0.000612021799530202 -1.25652420320866e-5
9.4 4 -4 0.000595576877146359 -0.000113113081927974
9.4 4 -2 0.000246310047829880 -1.66724032222935e-5
9.4 4 0 0.000503725012282287 0
9.4 4 2 0.000246310047829880 1.66724032222936e-5
9.4 4 4 0.000595576877146359 0.000113113081927974
9.4 5 -5 0.000605461470243959 -0.000127390279156357
9.4 5 -3 0.000233177442061791 -3.53306161650486e-5
9.4 5 -1 6.30301704222714e-5 -8.82213826079790e-6
9.4 5 1 -6.30301704222711e-5 -8.82213826079855e-6
9.4 5 3 -0.000233177442061791 -3.53306161650485e-5
9.4 5 5 -0.000605461470243959 -0.000127390279156357
9.4 6 -6 0.000570293001573656 -0.000158435446212911
9.4 6 -4 0.000259460701219844 -4.55083280140563e-5
9.4 6 -2 0.000107756248298944 -9.34808478662109e-6
9.4 6 0 0.000627287539777630 0
9.4 6 2 0.000107756248298943 9.34808478662109e-6
9.4 6 4 0.000259460701219844 4.55083280140563e-5
9.4 6 6 0.000570293001573656 0.000158435446212911
9.4 7 -7 0.000550564678243694 -0.000179840124958374
9.4 7 -5 0.000265958734458222 -5.72252684798375e-5
9.4 7 -3 0.000134901399623545 -1.78766445450188e-5
9.4 7 -1 3.87562518036443e-5 -5.45660171593265e-6
9.4 7 1 -3.87562518036446e-5 -5.45660171593330e-6
9.4 7 3 -0.000134901399623545 -1.78766445450189e-5
9.4 7 5 -0.000265958734458222 -5.72252684798375e-5
9.4 7 7 -0.000550564678243694 -0.000179840124958374
9.4 8 -8 0.000518262555338328 -0.000194365080038031
9.4 8 -6 0.000270235430934893 -7.36254679767895e-5
9.4 8 -4 0.000154409522067268 -2.74336284997589e-5
9.4 8 -2 6.99492300894490e-5 -6.07577134710221e-6
9.4 8 0 0.000677164527852364 0
9.4 8 2 6.99492300894492e-5 6.07577134710232e-6
9.4 8 4 0.000154409522067268 2.74336284997590e-5
9.4 8 6 0.000270235430934893 7.36254679767895e-5
9.4 8 8 0.000518262555338328 0.000194365080038031
9.4 9 -9 0.000494176343856100 -0.000213420297059388
9.4 9 -7 0.000269729355580245 -8.51712720376151e-5
9.4 9 -5 0.000166435842738527 -3.70107380985281e-5
9.4 9 -3 9.10631872531849e-5 -1.14014902854454e-5
9.4 9 -1 2.61684202402568e-5 -7.96837063256209e-6
9.4 9 1 -2.61684202402567e-5 -7.96837063256209e-6
9.4 9 3 -9.10631872531850e-5 -1.14014902854456e-5
9.4 9 5 -0.000166435842738527 -3.70107380985283e-5
9.4 9 7 -0.000269729355580245 -8.51712720376151e-5
9.4 9 9 -0.000494176343856100 -0.000213420297059388
9.4 10 -10 0.000465943736665485 -0.000222389579877835
9.4 10 -8 0.000264941688294886 -9.86210426916775e-5
9.4 10 -6 0.000174086087438440 -4.73168831371865e-5
9.4 10 -4 0.000106844893478233 -1.89980537947618e-5
9.4 10 -2 4.92162710024656e-5 -4.32703615177973e-6
9.4 10 0 0.000706633342940449 0
9.4 10 2 4.92162710024657e-5 4.32703615177975e-6
9.4 10 4 0.000106844893478233 1.89980537947618e-5
9.4 10 6 0.000174086087438440 4.73168831371865e-5
9.4 10 8 0.000264941688294886 9.86210426916773e-5
9.4 10 10 0.000465943736665485 0.000222389579877835
9.4 11 -11 0.000437971356259271 -0.000236100870464481
9.4 11 -9 0.000259412754050128 -0.000109394943030843
9.4 11 -7 0.000178210542935488 -5.68703461150367e-5
9.4 11 -5 0.000118034088685484 -2.60358341293594e-5
9.4 11 -3 6.68529100998153e-5 -8.78678241704402e-6
9.4 11 -1 1.85137963812036e-5 -9.42997462980181e-6
9.4 11 1 -1.85137963812038e-5 -9.42997462980225e-6
9.4 11 3 -6.68529100998153e-5 -8.78678241704369e-6
9.4 11 5 -0.000118034088685484 -2.60358341293594e-5
9.4 11 7 -0.000178210542935488 -5.68703461150368e-5
9.4 11 9 -0.000259412754050128 -0.000109394943030843
9.4 11 11 -0.000437971356259271 -0.000236100870464481
9.4 12 -12 0.000411490033042300 -0.000242763939667874
9.4 12 -10 0.000250327288182016 -0.000119520170762838
9.4 12 -8 0.000179180248259286 -6.63561901811376e-5
9.4 12 -6 0.000125690630778817 -3.41277847755658e-5
9.4 12 -4 7.98771300314580e-5 -1.42024037825254e-5
9.4 12 -2 3.70775076686803e-5 -3.24031946194749e-6
9.4 12 0 0.000710974058803994 0
9.4 12 2 3.70775076686802e-5 3.24031946194754e-6
9.4 12 4 7.98771300314582e-5 1.42024037825253e-5
9.4 12 6 0.000125690630778817 3.41277847755658e-5
9.4 12 8 0.000179180248259286 6.63561901811377e-5
9.4 12 10 0.000250327288182016 0.000119520170762838
9.4 12 12 0.000411490033042300 0.000242763939667874
9.5 0 0 -0.0411245348207796 0
9.5 1 -1 -0.00169410609898323 0.0110362630432450
9.5 1 1 0.00169410609898323 0.0110362630432450
9.5 2 -2 -0.00227907643527322 -5.66939296077684e-5
9.5 2 0 0.000468030850665997 0
9.5 2 2 -0.00227907643527322 5.66939296077687e-5
9.5 3 -3 0.000604392130965358 -2.30214122683302e-5
9.5 3 -1 0.000126611022591898 -0.000193845562364387
9.5 3 1 -0.000126611022591898 -0.000193845562364387
9.5 3 3 -0.000604392130965358 -2.30214122683301e-5
9.5 4 -4 0.000589775508166971 -0.000111406259090797
9.5 4 -2 0.000241389885871204 -1.64999999683454e-5
9.5 4 0 0.000499689593028617 0
9.5 4 2 0.000241389885871204 1.64999999683452e-5
9.5 4 4 0.000589775508166972 0.000111406259090796
9.5 5 -5 0.000596364779031440 -0.000126620778446268
9.5 5 -3 0.000230318102251067 -3.40331304020813e-5
9.5 5 -1 6.23087984305155e-5 -7.68554959519867e-6
9.5 5 1 -6.23087984305154e-5 -7.68554959519911e-6
9.5 5 3 -0.000230318102251067 -3.40331304020812e-5
9.5 5 5 -0.000596364779031439 -0.000126620778446268
9.5 6 -6 0.000562034208276738 -0.000155978898319861
9.5 6 -4 0.000255382383009160 -4.49320671148067e-5
9.5 6 -2 0.000106097533386038 -9.24189809544724e-6
9.5 6 0 0.000619447021168188 0
9.5 6 2 0.000106097533386038 9.24189809544743e-6
9.5 6 4 0.000255382383009160 4.49320671148066e-5
9.5 6 6 0.000562034208276738 0.000155978898319861
9.5 7 -7 0.000542127098133622 -0.000177852812782843
9.5 7 -5 0.000262439741062641 -5.66334125179723e-5
9.5 7 -3 0.000133267041560655 -1.75867574297757e-5
9.5 7 -1 3.83123708614238e-5 -5.44788385016515e-6
9.5 7 1 -3.83123708614239e-5 -5.44788385016569e-6
9.5 7 3 -0.000133267041560656 -1.75867574297759e-5
9.5 7 5 -0.000262439741062641 -5.66334125179722e-5
9.5 7 7 -0.000542127098133622 -0.000177852812782843
9.5 8 -8 0.000511135016584338 -0.000191303848553775
9.5 8 -6 0.000266305795190199 -7.26247621649477e-5
9.5 8 -4 0.000152316413501368 -2.70939495669060e-5
9.5 8 -2 6.90038622935952e-5 -6.00601302630846e-6
9.5 8 0 0.000669457524930530 0
9.5 8 2 6.90038622935952e-5 6.00601302630846e-6
9.5 8 4 0.000152316413501368 2.70939495669059e-5
9.5 8 6 0.000266305795190199 7.26247621649477e-5
9.5 8 8 0.000511135016584338 0.000191303848553775
9.5 9 -9 0.000486538964242753 -0.000210123021208640
9.5 9 -7 0.000266021145190414 -8.42644523969937e-5
9.5 9 -5 0.000164324163894619 -3.66006597631459e-5
9.5 9 -3 8.99779312151008e-5 -1.13081387638968e-5
9.5 9 -1 2.58581112355888e-5 -7.81920313414303e-6
9.5 9 1 -2.58581112355886e-5 -7.81920313414324e-6
9.5 9 3 -8.99779312151008e-5 -1.13081387638967e-5
9.5 9 5 -0.000164324163894618 -3.66006597631457e-5
9.5 9 7 -0.000266021145190414 -8.42644523969935e-5
9.5 9 9 -0.000486538964242753 -0.000210123021208640
9.5 10 -10 0.000459360183647904 -0.000218877247672583
9.5 10 -8 0.000261244312773157 -9.72290820442826e-5
9.5 10 -6 0.000171768378151390 -4.67023811342258e-5
9.5 10 -4 0.000105476136092917 -1.87670488779135e-5
9.5 10 -2 4.86116759172129e-5 -4.27687901854718e-6
9.5 10 0 0.000698514332708709 0
9.5 10 2 4.86116759172129e-5 4.27687901854728e-6
9.5 10 4 0.000105476136092917 1.87670488779135e-5
9.5 10 6 0.000171768378151390 4.67023811342257e-5
9.5 10 8 0.000261244312773157 9.72290820442824e-5
9.5 10 10 0.000459360183647904 0.000218877247672583
9.5 11 -11 0.000431166200112713 -0.000232042987416210
9.5 11 -9 0.000255760585155927 -0.000108022645121707
9.5 11 -7 0.000175875014450243 -5.62054032518869e-5
9.5 11 -5 0.000116574150190502 -2.57669763988541e-5
9.5 11 -3 6.60622879932414e-5 -8.69418445224710e-6
9.5 11 -1 1.82861184476557e-5 -9.27446227038569e-6
9.5 11 1 -1.82861184476557e-5 -9.27446227038580e-6
9.5 11 3 -6.60622879932414e-5 -8.69418445224710e-6
9.5 11 5 -0.000116574150190502 -2.57669763988540e-5
9.5 11 7 -0.000175875014450243 -5.62054032518869e-5
9.5 11 9 -0.000255760585155927 -0.000108022645121707
9.5 11 11 -0.000431166200112713 -0.000232042987416210
9.5 12 -12 0.000405330246573776 -0.000238936467600371
9.5 12 -10 0.000246885182011339 -0.000117793861187288
9.5 12 -8 0.000176807284076140 -6.54659861041753e-5
9.5 12 -6 0.000124080920960027 -3.36968855948342e-5
9.5 12 -4 7.88872377283363e-5 -1.40314439386920e-5
9.5 12 -2 3.66111175978773e-5 -3.20307183339499e-6
9.5 12 0 0.000702842829872383 0
9.5 12 2 3.66111175978773e-5 3.20307183339521e-6
9.5 12 4 7.88872377283366e-5 1.40314439386920e-5
9.5 12 6 0.000124080920960027 3.36968855948343e-5
9.5 12 8 0.000176807284076140 6.54659861041753e-5
9.5 12 10 0.000246885182011339 0.000117793861187288
9.5 12 12 0.000405330246573776 0.000238936467600371
9.6 0 0 -0.0406616931410598 0
9.6 1 -1 -0.00165458582421189 0.0108077448173987
9.6 1 1 0.00165458582421189 0.0108077448173987
9.6 2 -2 -0.00220266803160618 -5.59715022324773e-5
9.6 2 0 0.000459899411284782 0
9.6 2 2 -0.00220266803160619 5.59715022324771e-5
9.6 3 -3 0.000596917554666130 -3.18589905361411e-5
9.6 3 -1 0.000125224089151330 -0.000184406981086034
9.6 3 1 -0.000125224089151330 -0.000184406981086034
9.6 3 3 -0.000596917554666130 -3.18589905361410e-5
9.6 4 -4 0.000584002111216095 -0.000109748509600421
9.6 4 -2 0.000236547098657840 -1.63336212955865e-5
9.6 4 0 0.000495662412861964 0
9.6 4 2 0.000236547098657840 1.63336212955865e-5
9.6 4 4 0.000584002111216096 0.000109748509600420
9.6 5 -5 0.000587524830495692 -0.000125811332016621
9.6 5 -3 0.000227545181094380 -3.29627339094345e-5
9.6 5 -1 6.16149469337829e-5 -6.77553756646128e-6
9.6 5 1 -6.16149469337830e-5 -6.77553756646128e-6
9.6 5 3 -0.000227545181094380 -3.29627339094344e-5
9.6 5 5 -0.000587524830495692 -0.000125811332016621
9.6 6 -6 0.000554229606035812 -0.000153589432685978
9.6 6 -4 0.000251494407693632 -4.43713317296633e-5
9.6 6 -2 0.000104551144899891 -9.13869511377644e-6
9.6 6 0 0.000611944982653504 0
9.6 6 2 0.000104551144899891 9.13869511377631e-6
9.6 6 4 0.000251494407693632 4.43713317296633e-5
9.6 6 6 0.000554229606035812 0.000153589432685978
9.6 7 -7 0.000533927523936900 -0.000175688973970327
9.6 7 -5 0.000259023752550437 -5.61119062406131e-5
9.6 7 -3 0.000131685608647271 -1.73372986160703e-5
9.6 7 -1 3.78835394904450e-5 -5.44291080953275e-6
9.6 7 1 -3.78835394904455e-5 -5.44291080953286e-6
9.6 7 3 -0.000131685608647271 -1.73372986160704e-5
9.6 7 5 -0.000259023752550437 -5.61119062406129e-5
9.6 7 7 -0.000533927523936900 -0.000175688973970326
9.6 8 -8 0.000504239386941351 -0.000188333976060614
9.6 8 -6 0.000262562135535947 -7.16511248099787e-5
9.6 8 -4 0.000150322228460924 -2.67642990192423e-5
9.6 8 -2 6.80992676982107e-5 -5.93838020167403e-6
9.6 8 0 0.000662015110702839 0
9.6 8 2 6.80992676982109e-5 5.93838020167403e-6
9.6 8 4 0.000150322228460924 2.67642990192424e-5
9.6 8 6 0.000262562135535947 7.16511248099787e-5
9.6 8 8 0.000504239386941351 0.000188333976060613
9.6 9 -9 0.000479117211921082 -0.000206734532922156
9.6 9 -7 0.000262419667549350 -8.33780824215993e-5
9.6 9 -5 0.000162277359304625 -3.62112966714520e-5
9.6 9 -3 8.89282241704852e-5 -1.12297291937592e-5
9.6 9 -1 2.55581088016862e-5 -7.68167434338435e-6
9.6 9 1 -2.55581088016859e-5 -7.68167434338457e-6
9.6 9 3 -8.89282241704852e-5 -1.12297291937592e-5
9.6 9 5 -0.000162277359304625 -3.62112966714519e-5
9.6 9 7 -0.000262419667549350 -8.33780824215994e-5
9.6 9 9 -0.000479117211921082 -0.000206734532922156
9.6 10 -10 0.000452877674928613 -0.000215475223284613
9.6 10 -8 0.000257706215489680 -9.58757285719931e-5
9.6 10 -6 0.000169550459104385 -4.61057349564400e-5
9.6 10 -4 0.000104163301782366 -1.85429893704975e-5
9.6 10 -2 4.80357761697019e-5 -4.22845159785097e-6
9.6 10 0 0.000690676814280993 0
9.6 10 2 4.80357761697020e-5 4.22845159785091e-6
9.6 10 4 0.000104163301782366 1.85429893704976e-5
9.6 10 6 0.000169550459104385 4.61057349564400e-5
9.6 10 8 0.000257706215489680 9.58757285719931e-5
9.6 10 10 0.000452877674928613 0.000215475223284613
9.6 11 -11 0.000424555962276168 -0.000228014958099299
9.6 11 -9 0.000252211876456742 -0.000106652241117048
9.6 11 -7 0.000173609243084643 -5.55517442979155e-5
9.6 11 -5 0.000115160135310271 -2.55138131986435e-5
9.6 11 -3 6.52977307433550e-5 -8.61025458652053e-6
9.6 11 -1 1.80660712079293e-5 -9.12616097199542e-6
9.6 11 1 -1.80660712079293e-5 -9.12616097199597e-6
9.6 11 3 -6.52977307433552e-5 -8.61025458652074e-6
9.6 11 5 -0.000115160135310271 -2.55138131986436e-5
9.6 11 7 -0.000173609243084643 -5.55517442979155e-5
9.6 11 9 -0.000252211876456742 -0.000106652241117048
9.6 11 11 -0.000424555962276168 -0.000228014958099299
9.6 12 -12 0.000399223289215654 -0.000235231260484222
9.6 12 -10 0.000243559063253176 -0.000116117407558918
9.6 12 -8 0.000174524124504387 -6.46014782139143e-5
9.6 12 -6 0.000122537405303754 -3.32788924429088e-5
9.6 12 -4 7.79397236605305e-5 -1.38658171237168e-5
9.6 12 -2 3.61658931585804e-5 -3.16706304288720e-6
9.6 12 0 0.000694994781778194 0
9.6 12 2 3.61658931585803e-5 3.16706304288734e-6
9.6 12 4 7.79397236605305e-5 1.38658171237167e-5
9.6 12 6 0.000122537405303754 3.32788924429088e-5
9.6 12 8 0.000174524124504387 6.46014782139142e-5
9.6 12 10 0.000243559063253176 0.000116117407558918
9.6 12 12 0.000399223289215654 0.000235231260484222
9.700000000000001 0 0 -0.0402130258599014 0
9.700000000000001 1 -1 -0.00161629048820328 0.0105852073788993
9.700000000000001 1 1 0.00161629048820328 0.0105852073788993
9.700000000000001 2 -2 -0.00212777717090190 -5.52534545277494e-5
9.700000000000001 2 0 0.000451752248116235 0
9.700000000000001 2 2 -0.00212777717090190 5.52534545277494e-5
9.700000000000001 3 -3 0.000589600601235008 -3.92807344296684e-5
9.700000000000001 3 -1 0.000123888240863666 -0.000175647901879278
9.700000000000001 3 1 -0.000123888240863666 -0.000175647901879278
9.700000000000001 3 3 -0.000589600601235008 -3.92807344296684e-5
9.700000000000001 4 -4 0.000578272785235698 -0.000108138489465942
9.700000000000001 4 -2 0.000231811272866047 -1.61725300020709e-5
9.700000000000001 4 0 0.000491662226779513 0
9.700000000000001 4 2 0.000231811272866047 1.61725300020709e-5
9.700000000000001 4 4 0.000578272785235699 0.000108138489465942
9.700000000000001 5 -5 0.000578935633804837 -0.000124914864588392
9.700000000000001 5 -3 0.000224851904398687 -3.20805892384378e-5
9.700000000000001 5 -1 6.09458888518975e-5 -6.05156126664815e-6
9.700000000000001 5 1 -6.09458888518974e-5 -6.05156126664804e-6
9.700000000000001 5 3 -0.000224851904398687 -3.20805892384378e-5
9.700000000000001 5 5 -0.000578935633804837 -0.000124914864588391
9.700000000000001 6 -6 0.000546794154134455 -0.000151266930805301
9.700000000000001 6 -4 0.000247791624303620 -4.38253726865358e-5
9.700000000000001 6 -2 0.000103106965846719 -9.03812390337013e-6
9.700000000000001 6 0 0.000604745914198797 0
9.700000000000001 6 2 0.000103106965846719 9.03812390337019e-6
9.700000000000001 6 4 0.000247791624303620 4.38253726865357e-5
9.700000000000001 6 6 0.000546794154134455 0.000151266930805301
9.700000000000001 7 -7 0.000525961160235368 -0.000173359972624831
9.700000000000001 7 -5 0.000255704991258374 -5.56379825280019e-5
9.700000000000001 7 -3 0.000130152749601510 -1.71184412911923e-5
9.700000000000001 7 -1 3.74681295897411e-5 -5.44037870298781e-6
9.700000000000001 7 1 -3.74681295897412e-5 -5.44037870298802e-6
9.700000000000001 7 3 -0.000130152749601510 -1.71184412911923e-5
9.700000000000001 7 5 -0.000255704991258374 -5.56379825280020e-5
9.700000000000001 7 7 -0.000525961160235368 -0.000173359972624831
9.700000000000001 8 -8 0.000497512976023807 -0.000185454623382863
9.700000000000001 8 -6 0.000258991989613974 -7.07036254766255e-5
9.700000000000001 8 -4 0.000148418692019699 -2.64437451059861e-5
9.700000000000001 8 -2 6.72345038385297e-5 -5.87285015094837e-6
9.700000000000001 8 0 0.000654812141147023 0
9.700000000000001 8 2 6.72345038385295e-5 5.87285015094853e-6
9.700000000000001 8 4 0.000148418692019698 2.64437451059861e-5
9.700000000000001 8 6 0.000258991989613974 7.07036254766254e-5
9.700000000000001 8 8 0.000497512976023807 0.000185454623382863
9.700000000000001 9 -9 0.000471907600301744 -0.000203292540089485
9.700000000000001 9 -7 0.000258920122191627 -8.24961051326250e-5
9.700000000000001 9 -5 0.000160290752353055 -3.58349342222205e-5
9.700000000000001 9 -3 8.79109600687442e-5 -1.11614584907458e-5
9.700000000000001 9 -1 2.52676691026679e-5 -7.55393592058473e-6
9.700000000000001 9 1 -2.52676691026683e-5 -7.55393592058494e-6
9.700000000000001 9 3 -8.79109600687443e-5 -1.11614584907458e-5
9.700000000000001 9 5 -0.000160290752353055 -3.58349342222205e-5
9.700000000000001 9 7 -0.000258920122191627 -8.24961051326249e-5
9.700000000000001 9 9 -0.000471907600301744 -0.000203292540089485
9.700000000000001 10 -10 0.000446465379164674 -0.000212181783039977
9.700000000000001 10 -8 0.000254307822608291 -9.45598156131767e-5
9.700000000000001 10 -6 0.000167422787837637 -4.55258298449545e-5
9.700000000000001 10 -4 0.000102903430630738 -1.83254348425393e-5
9.700000000000001 10 -2 4.74863464784106e-5 -4.18147802505967e-6
9.700000000000001 10 0 0.000683095059620413 0
9.700000000000001 10 2 4.74863464784105e-5 4.18147802505950e-6
9.700000000000001 10 4 0.000102903430630738 1.83254348425392e-5
9.700000000000001 10 6 0.000167422787837637 4.55258298449547e-5
9.700000000000001 10 8 0.000254307822608291 9.45598156131767e-5
9.700000000000001 10 10 0.000446465379164674 0.000212181783039977
9.700000000000001 11 -11 0.000418138358986311 -0.000224063883752651
9.700000000000001 11 -9 0.000248762769393533 -0.000105278065362191
9.700000000000001 11 -7 0.000171408776766256 -5.49037129852378e-5
9.700000000000001 11 -5 0.000113788601138180 -2.52701376019340e-5
9.700000000000001 11 -3 6.45569049007050e-5 -8.53230130424350e-6
9.700000000000001 11 -1 1.78530469079416e-5 -8.98372496099743e-6
9.700000000000001 11 1 -1.78530469079416e-5 -8.98372496099743e-6
9.700000000000001 11 3 -6.45569049007050e-5 -8.53230130424361e-6
9.700000000000001 11 5 -0.000113788601138180 -2.52701376019341e-5
9.700000000000001 11 7 -0.000171408776766256 -5.49037129852378e-5
9.700000000000001 11 9 -0.000248762769393533 -0.000105278065362191
9.700000000000001 11 11 -0.000418138358986311 -0.000224063883752651
9.700000000000001 12 -12 0.000393174475659391 -0.000231645432736047
9.700000000000001 12 -10 0.000240329258583568 -0.000114489249038733
9.700000000000001 12 -8 0.000172320411112193 -6.37616298176508e-5
9.700000000000001 12 -6 0.000121054045085336 -3.28727756701964e-5
9.700000000000001 12 -4 7.70312801321592e-5 -1.37051871182361e-5
9.700000000000001 12 -2 3.57411875865346e-5 -3.13199527044445e-6
9.700000000000001 12 0 0.000687402607595033 0
9.700000000000001 12 2 3.57411875865347e-5 3.13199527044445e-6
9.700000000000001 12 4 7.70312801321591e-5 1.37051871182360e-5
9.700000000000001 12 6 0.000121054045085336 3.28727756701965e-5
9.700000000000001 12 8 0.000172320411112193 6.37616298176508e-5
9.700000000000001 12 10 0.000240329258583568 0.000114489249038733
9.700000000000001 12 12 0.000393174475659391 0.000231645432736047
9.8 0 0 -0.0397774322645941 0
9.8 1 -1 -0.00157916907470633 0.0103687103031014
9.8 1 1 0.00157916907470633 0.0103687103031014
9.8 2 -2 -0.00205464815245520 -5.45433256495746e-5
9.8 2 0 0.000443666292152052 0
9.8 2 2 -0.00205464815245520 5.45433256495745e-5
9.8 3 -3 0.000582442512847259 -4.54668360485703e-5
9.8 3 -1 0.000122597070926787 -0.000167512045858621
9.8 3 1 -0.000122597070926787 -0.000167512045858621
9.8 3 3 -0.000582442512847259 -4.54668360485704e-5
9.8 4 -4 0.000572588803464150 -0.000106575652664053
9.8 4 -2 0.000227206561948523 -1.60156261421493e-5
9.8 4 0 0.000487699471454236 0
9.8 4 2 0.000227206561948523 1.60156261421492e-5
9.8 4 4 0.000572588803464150 0.000106575652664053
9.8 5 -5 0.000570591454959578 -0.000123906409602595
9.8 5 -3 0.000222232534377377 -3.13520420971188e-5
9.8 5 -1 6.02990402313406e-5 -5.47955659937311e-6
9.8 5 1 -6.02990402313404e-5 -5.47955659937398e-6
9.8 5 3 -0.000222232534377377 -3.13520420971188e-5
9.8 5 5 -0.000570591454959578 -0.000123906409602595
9.8 6 -6 0.000539652482739775 -0.000149011488139319
9.8 6 -4 0.000244266136123745 -4.32930872980694e-5
9.8 6 -2 0.000101754821864322 -8.94002006741413e-6
9.8 6 0 0.000597819758660902 0
9.8 6 2 0.000101754821864322 8.94002006741429e-6
9.8 6 4 0.000244266136123745 4.32930872980693e-5
9.8 6 6 0.000539652482739775 0.000149011488139319
9.8 7 -7 0.000518223941658577 -0.000170890531330002
9.8 7 -5 0.000252478001316084 -5.51927400010032e-5
9.8 7 -3 0.000128664628661449 -1.69218741822144e-5
9.8 7 -1 3.70649061890112e-5 -5.43908772115043e-6
9.8 7 1 -3.70649061890115e-5 -5.43908772115032e-6
9.8 7 3 -0.000128664628661449 -1.69218741822144e-5
9.8 7 5 -0.000252478001316084 -5.51927400010032e-5
9.8 7 7 -0.000518223941658577 -0.000170890531330002
9.8 8 -8 0.000490907368145750 -0.000182664344625405
9.8 8 -6 0.000255580621060550 -6.97813493112762e-5
9.8 8 -4 0.000146597437414644 -2.61316659187615e-5
9.8 8 -2 6.64077358152386e-5 -5.80925175203693e-6
9.8 8 0 0.000647827905373230 0
9.8 8 2 6.64077358152385e-5 5.80925175203698e-6
9.8 8 4 0.000146597437414644 2.61316659187615e-5
9.8 8 6 0.000255580621060550 6.97813493112762e-5
9.8 8 8 0.000490907368145750 0.000182664344625405
9.8 9 -9 0.000464907265586526 -0.000199839369326557
9.8 9 -7 0.000255517794004654 -8.16081301487489e-5
