r l m Re(R) Im(R)
2.4000000000000004 11 11 -0.0181236223116216 -0.00925951166471971
2.4000000000000004 12 -12 0.0188369293641560 -0.0103733771399847
2.4000000000000004 12 -10 0.00539588776993100 -0.00301117018752049
2.4000000000000004 12 -8 0.00500937188311445 -0.00163880299606664
2.4000000000000004 12 -6 0.00288875447463201 -0.000755715359612134
2.4000000000000004 12 -4 0.00145032443850481 -0.000348472565016536
2.4000000000000004 12 -2 0.00161292174857811 -6.60450589427750e-5
2.4000000000000004 12 0 0.0165745388065919 0
2.4000000000000004 12 2 0.00161292174857810 6.60450589427732e-5
2.4000000000000004 12 4 0.00145032443850481 0.000348472565016542
2.4000000000000004 12 6 0.00288875447463200 0.000755715359612136
2.4000000000000004 12 8 0.00500937188311445 0.00163880299606664
2.4000000000000004 12 10 0.00539588776993100 0.00301117018752049
2.4000000000000004 12 12 0.0188369293641560 0.0103733771399847
2.5000000000000004 0 0 -1.26531754456632 0
2.5000000000000004 1 -1 -0.00615263304864792 -0.0560815822768805
2.5000000000000004 1 1 0.00615263304864792 -0.0560815822768805
2.5000000000000004 2 -2 -0.108463400523007 -0.00201993944166391
2.5000000000000004 2 0 0.206566072895777 0
2.5000000000000004 2 2 -0.108463400523007 0.00201993944166392
2.5000000000000004 3 -3 0.0148046640305026 0.121616927892074
2.5000000000000004 3 -1 0.000389904581658418 -0.0253727465240886
2.5000000000000004 3 1 -0.000389904581658428 -0.0253727465240886
2.5000000000000004 3 3 -0.0148046640305026 0.121616927892074
2.5000000000000004 4 -4 -0.0171460133843020 -0.00398393500760891
2.5000000000000004 4 -2 0.0468431532654869 0.000250037932132094
2.5000000000000004 4 0 -0.0431892643008913 0
2.5000000000000004 4 2 0.0468431532654869 -0.000250037932132093
2.5000000000000004 4 4 -0.0171460133843020 0.00398393500760891
2.5000000000000004 5 -5 0.0183855193645044 0.0358853307142759
2.5000000000000004 5 -3 0.00336448258203470 -0.0222606314534779
2.5000000000000004 5 -1 0.00239758841404803 0.00496592185027431
2.5000000000000004 5 1 -0.00239758841404804 0.00496592185027431
2.5000000000000004 5 3 -0.00336448258203470 -0.0222606314534779
2.5000000000000004 5 5 -0.0183855193645044 0.0358853307142759
2.5000000000000004 6 -6 0.0179010002036754 -0.00539669358937146
2.5000000000000004 6 -4 0.0139389103454999 -0.000510134886743394
2.5000000000000004 6 -2 -0.0101668215244393 -0.000383366935138502
2.5000000000000004 6 0 0.0286298386453214 0
2.5000000000000004 6 2 -0.0101668215244393 0.000383366935138498
2.5000000000000004 6 4 0.0139389103454999 0.000510134886743396
2.5000000000000004 6 6 0.0179010002036754 0.00539669358937146
2.5000000000000004 7 -7 0.0185952820972985 0.00826188496592825
2.5000000000000004 7 -5 0.00499142696269683 -0.0111654654929704
2.5000000000000004 7 -3 0.00328474345212739 0.00642024940835404
2.5000000000000004 7 -1 0.000478933318740351 -0.00225470844165256
2.5000000000000004 7 1 -0.000478933318740349 -0.00225470844165257
2.5000000000000004 7 3 -0.00328474345212738 0.00642024940835404
2.5000000000000004 7 5 -0.00499142696269683 -0.0111654654929704
2.5000000000000004 7 7 -0.0185952820972985 0.00826188496592826
2.5000000000000004 8 -8 0.0231727486819586 -0.00683865973145068
2.5000000000000004 8 -6 0.00481369312610383 -0.00140140068148870
2.5000000000000004 8 -4 0.00109505533498347 -0.000698449967201483
2.5000000000000004 8 -2 0.00598164879584165 -6.46519321941732e-5
2.5000000000000004 8 0 0.00989484910029213 0
2.5000000000000004 8 2 0.00598164879584164 6.46519321941715e-5
2.5000000000000004 8 4 0.00109505533498348 0.000698449967201483
2.5000000000000004 8 6 0.00481369312610383 0.00140140068148870
2.5000000000000004 8 8 0.0231727486819586 0.00683865973145068
2.5000000000000004 9 -9 0.0177319509922814 -0.00469879427316563
2.5000000000000004 9 -7 0.00578199111031198 -0.00515390254167224
2.5000000000000004 9 -5 0.00380087635439485 0.00240421660218792
2.5000000000000004 9 -3 0.00183283472105054 -0.00269253398481544
2.5000000000000004 9 -1 0.000715995832735288 0.000920457541923731
2.5000000000000004 9 1 -0.000715995832735281 0.000920457541923731
2.5000000000000004 9 3 -0.00183283472105054 -0.00269253398481545
2.5000000000000004 9 5 -0.00380087635439485 0.00240421660218792
2.5000000000000004 9 7 -0.00578199111031198 -0.00515390254167224
2.5000000000000004 9 9 -0.0177319509922814 -0.00469879427316563
2.5000000000000004 10 -10 0.0195822386035891 -0.00820157620144100
2.5000000000000004 10 -8 0.00478496824373588 -0.00217068687904619
2.5000000000000004 10 -6 0.00410871192786491 -0.00108506256997843
2.5000000000000004 10 -4 0.00305643939470236 -0.000366187559943270
2.5000000000000004 10 -2 -0.000264190459697960 -0.000117242943634537
2.5000000000000004 10 0 0.0177078971981975 0
2.5000000000000004 10 2 -0.000264190459697970 0.000117242943634539
2.5000000000000004 10 4 0.00305643939470236 0.000366187559943268
2.5000000000000004 10 6 0.00410871192786491 0.00108506256997844
2.5000000000000004 10 8 0.00478496824373589 0.00217068687904618
2.5000000000000004 10 10 0.0195822386035891 0.00820157620144100
2.5000000000000004 11 -11 0.0162186710680053 -0.00842906935343619
2.5000000000000004 11 -9 0.00609164986299061 -0.00336252238226959
2.5000000000000004 11 -7 0.00409912807312868 -0.000270131297723924
2.5000000000000004 11 -5 0.00250492303352186 -0.00147119418688236
2.5000000000000004 11 -3 0.00151670915364554 0.000396734796511084
2.5000000000000004 11 -1 0.000360536450115572 -0.000114052319677503
2.5000000000000004 11 1 -0.000360536450115564 -0.000114052319677500
2.5000000000000004 11 3 -0.00151670915364553 0.000396734796511080
2.5000000000000004 11 5 -0.00250492303352186 -0.00147119418688237
2.5000000000000004 11 7 -0.00409912807312868 -0.000270131297723925
2.5000000000000004 11 9 -0.00609164986299061 -0.00336252238226959
2.5000000000000004 11 11 -0.0162186710680053 -0.00842906935343619
2.5000000000000004 12 -12 0.0163643746261504 -0.00923914350783795
2.5000000000000004 12 -10 0.00549303331938256 -0.00286095095550363
2.5000000000000004 12 -8 0.00446467015232342 -0.00152392710006539
2.5000000000000004 12 -6 0.00273840069195916 -0.000716032690842005
2.5000000000000004 12 -4 0.00149921259822172 -0.000319406312298102
2.5000000000000004 12 -2 0.00124281233828098 -6.61009896077962e-5
2.5000000000000004 12 0 0.0158286132356487 0
2.5000000000000004 12 2 0.00124281233828098 6.61009896077997e-5
2.5000000000000004 12 4 0.00149921259822172 0.000319406312298110
2.5000000000000004 12 6 0.00273840069195917 0.000716032690842004
2.5000000000000004 12 8 0.00446467015232342 0.00152392710006539
2.5000000000000004 12 10 0.00549303331938256 0.00286095095550363
2.5000000000000004 12 12 0.0163643746261503 0.00923914350783795
2.6 0 0 -1.16215318416541 0
2.6 1 -1 -0.00660530665238815 -0.0374600536595855
2.6 1 1 0.00660530665238815 -0.0374600536595855
2.6 2 -2 -0.0986676274447092 -0.00181014575932419
2.6 2 0 0.176402646897126 0
2.6 2 2 -0.0986676274447092 0.00181014575932419
2.6 3 -3 0.0134978994669913 0.102387573031259
2.6 3 -1 0.000744745411379357 -0.0234982499779016
2.6 3 1 -0.000744745411379366 -0.0234982499779016
2.6 3 3 -0.0134978994669913 0.102387573031259
2.6 4 -4 -0.0111361880105325 -0.00352185876869862
2.6 4 -2 0.0390205673081626 0.000154299475882516
2.6 4 0 -0.0335666598929378 0
2.6 4 2 0.0390205673081626 -0.000154299475882523
2.6 4 4 -0.0111361880105325 0.00352185876869862
2.6 5 -5 0.0167557928243592 0.0274847877302896
2.6 5 -3 0.00340738230201102 -0.0168507571970597
2.6 5 -1 0.00205145619778474 0.00367686665790809
2.6 5 1 -0.00205145619778474 0.00367686665790809
2.6 5 3 -0.00340738230201103 -0.0168507571970597
2.6 5 5 -0.0167557928243592 0.0274847877302896
2.6 6 -6 0.0156160380862136 -0.00487629103783109
2.6 6 -4 0.0116061076033913 -0.000562567749551040
2.6 6 -2 -0.00703344474201052 -0.000321337259593395
2.6 6 0 0.0236345001044905 0
2.6 6 2 -0.00703344474201053 0.000321337259593396
2.6 6 4 0.0116061076033913 0.000562567749551042
2.6 6 6 0.0156160380862136 0.00487629103783109
2.6 7 -7 0.0168736224950216 0.00497281639015573
2.6 7 -5 0.00485806849244236 -0.00835169814341030
2.6 7 -3 0.00299102116198888 0.00447207772879682
2.6 7 -1 0.000538649393491270 -0.00162779561444907
2.6 7 1 -0.000538649393491260 -0.00162779561444907
2.6 7 3 -0.00299102116198888 0.00447207772879682
2.6 7 5 -0.00485806849244236 -0.00835169814341030
2.6 7 7 -0.0168736224950216 0.00497281639015573
2.6 8 -8 0.0200691172324125 -0.00617360159746709
2.6 8 -6 0.00474198933203349 -0.00137248401402712
2.6 8 -4 0.00157170100150665 -0.000627667947016086
2.6 8 -2 0.00469207980918470 -7.55557029111301e-5
2.6 8 0 0.0103955217095095 0
2.6 8 2 0.00469207980918470 7.55557029111275e-5
2.6 8 4 0.00157170100150665 0.000627667947016087
2.6 8 6 0.00474198933203349 0.00137248401402712
2.6 8 8 0.0200691172324125 0.00617360159746709
2.6 9 -9 0.0160166185474717 -0.00494850860311637
2.6 9 -7 0.00554800647834796 -0.00406987334738487
2.6 9 -5 0.00352253759842142 0.00156813807593036
2.6 9 -3 0.00175527401037766 -0.00206682226162870
2.6 9 -1 0.000643588265606323 0.000709202058002924
2.6 9 1 -0.000643588265606322 0.000709202058002914
2.6 9 3 -0.00175527401037766 -0.00206682226162870
2.6 9 5 -0.00352253759842142 0.00156813807593036
2.6 9 7 -0.00554800647834796 -0.00406987334738488
2.6 9 9 -0.0160166185474717 -0.00494850860311637
2.6 10 -10 0.0171262030386301 -0.00737680290767895
2.6 10 -8 0.00484022223405030 -0.00208076447411754
2.6 10 -6 0.00383466699030238 -0.00100411491182158
2.6 10 -4 0.00266802006575705 -0.000353903131413021
2.6 10 -2 9.45432943045494e-5 -0.000104934048741094
2.6 10 0 0.0162440292352366 0
2.6 10 2 9.45432943045442e-5 0.000104934048741090
2.6 10 4 0.00266802006575705 0.000353903131413023
2.6 10 6 0.00383466699030238 0.00100411491182158
2.6 10 8 0.00484022223405030 0.00208076447411754
2.6 10 10 0.0171262030386301 0.00737680290767895
2.6 11 -11 0.0146109126702633 -0.00768091140970154
2.6 11 -9 0.00579198324560599 -0.00295538097788492
2.6 11 -7 0.00382457160458267 -0.000534038928841060
2.6 11 -5 0.00236442985684468 -0.00111348685111387
2.6 11 -3 0.00141439865592529 0.000171805856347280
2.6 11 -1 0.000351881476600534 -4.12548637591693e-5
2.6 11 1 -0.000351881476600527 -4.12548637591555e-5
2.6 11 3 -0.00141439865592529 0.000171805856347266
2.6 11 5 -0.00236442985684469 -0.00111348685111387
2.6 11 7 -0.00382457160458267 -0.000534038928841060
2.6 11 9 -0.00579198324560599 -0.00295538097788492
2.6 11 11 -0.0146109126702633 -0.00768091140970154
2.6 12 -12 0.0144674824841639 -0.00828547507080878
2.6 12 -10 0.00540900268457829 -0.00271393993297087
2.6 12 -8 0.00406168799000357 -0.00142409367679685
2.6 12 -6 0.00259292720771180 -0.000677006665446143
2.6 12 -4 0.00148592035829414 -0.000296340483875753
2.6 12 -2 0.00101472463488398 -6.46100331453351e-5
2.6 12 0 0.0150560494860200 0
2.6 12 2 0.00101472463488398 6.46100331453325e-5
2.6 12 4 0.00148592035829414 0.000296340483875757
2.6 12 6 0.00259292720771180 0.000677006665446141
2.6 12 8 0.00406168799000357 0.00142409367679685
2.6 12 10 0.00540900268457829 0.00271393993297087
2.6 12 12 0.0144674824841639 0.00828547507080877
2.7 0 0 -1.07263591236020 0
2.7 1 -1 -0.00684728091665753 -0.0227660863382098
2.7 1 1 0.00684728091665753 -0.0227660863382098
2.7 2 -2 -0.0901607036067111 -0.00163771593717236
2.7 2 0 0.151580181507758 0
2.7 2 2 -0.0901607036067111 0.00163771593717236
2.7 3 -3 0.0124091902910418 0.0870036585802387
2.7 3 -1 0.000993751031317247 -0.0217734331438199
2.7 3 1 -0.000993751031317255 -0.0217734331438199
2.7 3 3 -0.0124091902910418 0.0870036585802387
2.7 4 -4 -0.00666022441407763 -0.00314633160683910
2.7 4 -2 0.0327508187552880 8.17959453765036e-5
2.7 4 0 -0.0262995911218646 0
2.7 4 2 0.0327508187552880 -8.17959453765053e-5
2.7 4 4 -0.00666022441407763 0.00314633160683911
2.7 5 -5 0.0153698552089161 0.0209969179798765
2.7 5 -3 0.00340171482738121 -0.0127842832114726
2.7 5 -1 0.00178121388259540 0.00266464893462356
2.7 5 1 -0.00178121388259540 0.00266464893462357
2.7 5 3 -0.00340171482738121 -0.0127842832114726
2.7 5 5 -0.0153698552089161 0.0209969179798765
2.7 6 -6 0.0137726522128030 -0.00443793277751845
2.7 6 -4 0.00981643190378905 -0.000593211414534538
2.7 6 -2 -0.00466693460698095 -0.000273076406176810
2.7 6 0 0.0197307548623817 0
2.7 6 2 -0.00466693460698096 0.000273076406176809
2.7 6 4 0.00981643190378904 0.000593211414534537
2.7 6 6 0.0137726522128030 0.00443793277751846
2.7 7 -7 0.0154053441702868 0.00260898120050215
2.7 7 -5 0.00470426425657551 -0.00623560979690901
2.7 7 -3 0.00274711216559338 0.00300669623395031
2.7 7 -1 0.000575651419214734 -0.00113691826066338
2.7 7 1 -0.000575651419214733 -0.00113691826066337
2.7 7 3 -0.00274711216559338 0.00300669623395032
2.7 7 5 -0.00470426425657551 -0.00623560979690901
2.7 7 7 -0.0154053441702868 0.00260898120050215
2.7 8 -8 0.0175721566193229 -0.00561135888286513
2.7 8 -6 0.00465544900968617 -0.00133369141813778
2.7 8 -4 0.00185841735298877 -0.000570730050873043
2.7 8 -2 0.00374945411178217 -8.20040386194949e-5
2.7 8 0 0.0105963406399583 0
2.7 8 2 0.00374945411178217 8.20040386194897e-5
2.7 8 4 0.00185841735298877 0.000570730050873043
2.7 8 6 0.00465544900968617 0.00133369141813777
2.7 8 8 0.0175721566193229 0.00561135888286513
2.7 9 -9 0.0145579015523308 -0.00497186576827451
2.7 9 -7 0.00531197903252945 -0.00331936773366818
2.7 9 -5 0.00328121818570693 0.00101509182757172
2.7 9 -3 0.00167828022768945 -0.00164674715178335
2.7 9 -1 0.000588316536978361 0.000573880767313521
2.7 9 1 -0.000588316536978365 0.000573880767313521
2.7 9 3 -0.00167828022768944 -0.00164674715178335
2.7 9 5 -0.00328121818570694 0.00101509182757171
2.7 9 7 -0.00531197903252945 -0.00331936773366818
2.7 9 9 -0.0145579015523308 -0.00497186576827451
2.7 10 -10 0.0152175709085631 -0.00667788217821987
2.7 10 -8 0.00477380431310333 -0.00199011654136002
2.7 10 -6 0.00360140383752492 -0.000934699004070331
2.7 10 -4 0.00238552646329192 -0.000339784968587263
2.7 10 -2 0.000292371797738479 -9.59322114478566e-5
2.7 10 0 0.0150863962769091 0
2.7 10 2 0.000292371797738476 9.59322114478570e-5
2.7 10 4 0.00238552646329192 0.000339784968587263
2.7 10 6 0.00360140383752493 0.000934699004070335
2.7 10 8 0.00477380431310333 0.00199011654136002
2.7 10 10 0.0152175709085631 0.00667788217821987
2.7 11 -11 0.0132491299441343 -0.00702489351185728
2.7 11 -9 0.00550202221780296 -0.00266179735134493
2.7 11 -7 0.00358143284330713 -0.000664955764984349
2.7 11 -5 0.00223405713113174 -0.000898172260013866
2.7 11 -3 0.00132820195881440 4.74572970839953e-5
2.7 11 -1 0.000339687897405192 -1.05480853594339e-6
2.7 11 1 -0.000339687897405194 -1.05480853593992e-6
2.7 11 3 -0.00132820195881440 4.74572970839936e-5
2.7 11 5 -0.00223405713113173 -0.000898172260013864
2.7 11 7 -0.00358143284330713 -0.000664955764984349
2.7 11 9 -0.00550202221780296 -0.00266179735134493
2.7 11 11 -0.0132491299441343 -0.00702489351185728
2.7 12 -12 0.0129616421047993 -0.00748123363768352
2.7 12 -10 0.00523581430965045 -0.00257307735962643
2.7 12 -8 0.00374681632174447 -0.00133549731743267
2.7 12 -6 0.00245436269175745 -0.000639903474338682
2.7 12 -4 0.00144339390155653 -0.000277367206864150
2.7 12 -2 0.000866045544162472 -6.24494688406876e-5
2.7 12 0 0.0143097557764481 0
2.7 12 2 0.000866045544162469 6.24494688406850e-5
2.7 12 4 0.00144339390155653 0.000277367206864150
2.7 12 6 0.00245436269175745 0.000639903474338682
2.7 12 8 0.00374681632174447 0.00133549731743267
2.7 12 10 0.00523581430965044 0.00257307735962643
2.7 12 12 0.0129616421047993 0.00748123363768352
2.8000000000000003 0 0 -0.994477344020906 0
2.8000000000000003 1 -1 -0.00693022527284716 -0.0112815944538986
2.8000000000000003 1 1 0.00693022527284716 -0.0112815944538986
2.8000000000000003 2 -2 -0.0828227849981618 -0.00149587054061518
2.8000000000000003 2 0 0.131055364597762 0
2.8000000000000003 2 2 -0.0828227849981618 0.00149587054061518
2.8000000000000003 3 -3 0.0114966667606410 0.0746344011198600
2.8000000000000003 3 -1 0.00116114967505765 -0.0202840080502110
2.8000000000000003 3 1 -0.00116114967505765 -0.0202840080502110
2.8000000000000003 3 3 -0.0114966667606410 0.0746344011198600
2.8000000000000003 4 -4 -0.00331637711042531 -0.00283861705489094
2.8000000000000003 4 -2 0.0277564195570907 2.77502010413719e-5
2.8000000000000003 4 0 -0.0208639941623811 0
2.8000000000000003 4 2 0.0277564195570907 -2.77502010413736e-5
2.8000000000000003 4 4 -0.00331637711042531 0.00283861705489093
2.8000000000000003 5 -5 0.0141839669537928 0.0160275124876246
2.8000000000000003 5 -3 0.00335993496456902 -0.00975573941586736
2.8000000000000003 5 -1 0.00156973186183920 0.00188174865198285
2.8000000000000003 5 1 -0.00156973186183919 0.00188174865198285
2.8000000000000003 5 3 -0.00335993496456902 -0.00975573941586736
2.8000000000000003 5 5 -0.0141839669537928 0.0160275124876246
2.8000000000000003 6 -6 0.0122969854037661 -0.00406582978511959
2.8000000000000003 6 -4 0.00842231241076034 -0.000608121813139318
2.8000000000000003 6 -2 -0.00287592086676129 -0.000235161588018853
2.8000000000000003 6 0 0.0166438309404276 0
2.8000000000000003 6 2 -0.00287592086676129 0.000235161588018852
2.8000000000000003 6 4 0.00842231241076034 0.000608121813139315
2.8000000000000003 6 6 0.0122969854037661 0.00406582978511959
2.8000000000000003 7 -7 0.0141489024489282 0.000885509441352407
2.8000000000000003 7 -5 0.00453697371502832 -0.00461227512617095
2.8000000000000003 7 -3 0.00254141392458461 0.00188012956914539
2.8000000000000003 7 -1 0.000598140706015841 -0.000740092608563926
2.8000000000000003 7 1 -0.000598140706015837 -0.000740092608563926
2.8000000000000003 7 3 -0.00254141392458461 0.00188012956914538
2.8000000000000003 7 5 -0.00453697371502831 -0.00461227512617095
2.8000000000000003 7 7 -0.0141489024489282 0.000885509441352409
2.8000000000000003 8 -8 0.0155183348990664 -0.00513445958603316
2.8000000000000003 8 -6 0.00456373245138185 -0.00128866361575079
2.8000000000000003 8 -4 0.00202618193885502 -0.000523606691167869
2.8000000000000003 8 -2 0.00302727327428910 -8.58531890364717e-5
2.8000000000000003 8 0 0.0106262305623155 0
2.8000000000000003 8 2 0.00302727327428910 8.58531890364674e-5
2.8000000000000003 8 4 0.00202618193885502 0.000523606691167868
2.8000000000000003 8 6 0.00456373245138185 0.00128866361575079
2.8000000000000003 8 8 0.0155183348990664 0.00513445958603316
2.8000000000000003 9 -9 0.0133132318499285 -0.00487493759081063
2.8000000000000003 9 -7 0.00507747797706141 -0.00277342552746245
2.8000000000000003 9 -5 0.00306863784291539 0.000629153578046872
2.8000000000000003 9 -3 0.00160492958853554 -0.00134778153314352
2.8000000000000003 9 -1 0.000544349057280212 0.000484519415835803
2.8000000000000003 9 1 -0.000544349057280207 0.000484519415835806
2.8000000000000003 9 3 -0.00160492958853554 -0.00134778153314353
2.8000000000000003 9 5 -0.00306863784291539 0.000629153578046870
2.8000000000000003 9 7 -0.00507747797706140 -0.00277342552746245
2.8000000000000003 9 9 -0.0133132318499285 -0.00487493759081062
2.8000000000000003 10 -10 0.0136883604423432 -0.00608423308280317
2.8000000000000003 10 -8 0.00464414485684591 -0.00190042922126502
2.8000000000000003 10 -6 0.00339682080589907 -0.000873706004123305
2.8000000000000003 10 -4 0.00216919318838005 -0.000325321360268453
2.8000000000000003 10 -2 0.000395609710494595 -8.90671463739255e-5
2.8000000000000003 10 0 0.0141379114984191 0
2.8000000000000003 10 2 0.000395609710494592 8.90671463739268e-5
2.8000000000000003 10 4 0.00216919318838005 0.000325321360268452
2.8000000000000003 10 6 0.00339682080589907 0.000873706004123298
2.8000000000000003 10 8 0.00464414485684592 0.00190042922126502
2.8000000000000003 10 10 0.0136883604423432 0.00608423308280317
2.8000000000000003 11 -11 0.0120909874406287 -0.00645667958376231
2.8000000000000003 11 -9 0.00522427918724269 -0.00243533106436628
2.8000000000000003 11 -7 0.00336271815589504 -0.000721354348760946
2.8000000000000003 11 -5 0.00211420401045984 -0.000767861853139254
2.8000000000000003 11 -3 0.00125422762699949 -1.64214677183892e-5
2.8000000000000003 11 -1 0.000326039029393068 2.04140766667874e-5
2.8000000000000003 11 1 -0.000326039029393066 2.04140766667874e-5
2.8000000000000003 11 3 -0.00125422762699950 -1.64214677183874e-5
2.8000000000000003 11 5 -0.00211420401045984 -0.000767861853139257
2.8000000000000003 11 7 -0.00336271815589503 -0.000721354348760943
2.8000000000000003 11 9 -0.00522427918724269 -0.00243533106436628
2.8000000000000003 11 11 -0.0120909874406287 -0.00645667958376231
2.8000000000000003 12 -12 0.0117366399939811 -0.00680049890611890
2.8000000000000003 12 -10 0.00501970780047835 -0.00243946162784815
2.8000000000000003 12 -8 0.00349056135467019 -0.00125537980641123
2.8000000000000003 12 -6 0.00232271301974434 -0.000605217843122441
2.8000000000000003 12 -4 0.00138769024249924 -0.000261345885649712
2.8000000000000003 12 -2 0.000764505436890147 -6.00359376234918e-5
2.8000000000000003 12 0 0.0136085153509052 0
2.8000000000000003 12 2 0.000764505436890143 6.00359376234910e-5
2.8000000000000003 12 4 0.00138769024249925 0.000261345885649713
2.8000000000000003 12 6 0.00232271301974434 0.000605217843122443
2.8000000000000003 12 8 0.00349056135467019 0.00125537980641123
2.8000000000000003 12 10 0.00501970780047835 0.00243946162784815
2.8000000000000003 12 12 0.0117366399939811 0.00680049890611890
2.9000000000000004 0 0 -0.925769602288209 0
2.9000000000000004 1 -1 -0.00689604845623617 -0.00247563360358771
2.9000000000000004 1 1 0.00689604845623617 -0.00247563360358771
2.9000000000000004 2 -2 -0.0764894034634050 -0.00137857919958106
2.9000000000000004 2 0 0.114031527784211 0
2.9000000000000004 2 2 -0.0764894034634050 0.00137857919958106
2.9000000000000004 3 -3 0.0107252227713308 0.0646367775630326
2.9000000000000004 3 -1 0.00126506359221144 -0.0190669368620396
2.9000000000000004 3 1 -0.00126506359221144 -0.0190669368620396
2.9000000000000004 3 3 -0.0107252227713308 0.0646367775630326
2.9000000000000004 4 -4 -0.000819259830721472 -0.00258426417502814
2.9000000000000004 4 -2 0.0238176284344792 -1.14146314555523e-5
2.9000000000000004 4 0 -0.0168662916886343 0
2.9000000000000004 4 2 0.0238176284344792 1.14146314555480e-5
2.9000000000000004 4 4 -0.000819259830721470 0.00258426417502814
2.9000000000000004 5 -5 0.0131609687974729 0.0122901605545634
2.9000000000000004 5 -3 0.00329039807330315 -0.00754312405300528
2.9000000000000004 5 -1 0.00140467926848865 0.00129120157613206
2.9000000000000004 5 1 -0.00140467926848866 0.00129120157613206
2.9000000000000004 5 3 -0.00329039807330315 -0.00754312405300528
2.9000000000000004 5 5 -0.0131609687974729 0.0122901605545633
2.9000000000000004 6 -6 0.0111285287920011 -0.00374724822967945
2.9000000000000004 6 -4 0.00732555465024643 -0.000611231221061047
2.9000000000000004 6 -2 -0.00153712317783103 -0.000205313583028461
2.9000000000000004 6 0 0.0141866024900868 0
2.9000000000000004 6 2 -0.00153712317783103 0.000205313583028455
2.9000000000000004 6 4 0.00732555465024642 0.000611231221061049
2.9000000000000004 6 6 0.0111285287920011 0.00374724822967945
2.9000000000000004 7 -7 0.0130678996393675 -0.000373082708941261
2.9000000000000004 7 -5 0.00436025111213829 -0.00335589092495658
2.9000000000000004 7 -3 0.00236568949698899 0.00100463566379191
2.9000000000000004 7 -1 0.000610934658434246 -0.000413948374328059
2.9000000000000004 7 1 -0.000610934658434243 -0.000413948374328050
2.9000000000000004 7 3 -0.00236568949698899 0.00100463566379192
2.9000000000000004 7 5 -0.00436025111213829 -0.00335589092495658
2.9000000000000004 7 7 -0.0130678996393675 -0.000373082708941258
2.9000000000000004 8 -8 0.0138015839645259 -0.00472790133554791
2.9000000000000004 8 -6 0.00447005378641373 -0.00123948060015391
2.9000000000000004 8 -4 0.00211783145006764 -0.000483672493918917
2.9000000000000004 8 -2 0.00244833849573722 -8.81812050570465e-5
2.9000000000000004 8 0 0.0105567361858173 0
2.9000000000000004 8 2 0.00244833849573722 8.81812050570431e-5
2.9000000000000004 8 4 0.00211783145006764 0.000483672493918916
2.9000000000000004 8 6 0.00447005378641373 0.00123948060015391
2.9000000000000004 8 8 0.0138015839645259 0.00472790133554791
2.9000000000000004 9 -9 0.0122460125952988 -0.00471642439314201
2.9000000000000004 9 -7 0.00484562039206222 -0.00235473351126637
2.9000000000000004 9 -5 0.00287879664785494 0.000341061662385879
2.9000000000000004 9 -3 0.00153647483846805 -0.00111866338962549
2.9000000000000004 9 -1 0.000507864092455270 0.000422226404897457
2.9000000000000004 9 1 -0.000507864092455265 0.000422226404897455
2.9000000000000004 9 3 -0.00153647483846805 -0.00111866338962549
2.9000000000000004 9 5 -0.00287879664785495 0.000341061662385880
2.9000000000000004 9 7 -0.00484562039206221 -0.00235473351126637
2.9000000000000004 9 9 -0.0122460125952988 -0.00471642439314201
2.9000000000000004 10 -10 0.0124282948224416 -0.00557819049459641
2.9000000000000004 10 -8 0.00448554781156800 -0.00181216688950148
2.9000000000000004 10 -6 0.00321157241773083 -0.000819054157117382
2.9000000000000004 10 -4 0.00199505215492155 -0.000311274029009342
2.9000000000000004 10 -2 0.000443777078400027 -8.35965716503837e-5
2.9000000000000004 10 0 0.0133337533208671 0
2.9000000000000004 10 2 0.000443777078400027 8.35965716503824e-5
2.9000000000000004 10 4 0.00199505215492155 0.000311274029009344
2.9000000000000004 10 6 0.00321157241773083 0.000819054157117383
2.9000000000000004 10 8 0.00448554781156800 0.00181216688950148
2.9000000000000004 10 10 0.0124282948224416 0.00557819049459641
2.9000000000000004 11 -11 0.0111007984688559 -0.00596501241436400
2.9000000000000004 11 -9 0.00495868480169922 -0.00224977133361448
2.9000000000000004 11 -7 0.00316317609991572 -0.000736400605927672
2.9000000000000004 11 -5 0.00200444404542186 -0.000688665345390789
2.9000000000000004 11 -3 0.00118956685209487 -4.35120025728646e-5
2.9000000000000004 11 -1 0.000312048002406151 3.10251110054900e-5
2.9000000000000004 11 1 -0.000312048002406156 3.10251110054813e-5
2.9000000000000004 11 3 -0.00118956685209487 -4.35120025728628e-5
2.9000000000000004 11 5 -0.00200444404542186 -0.000688665345390786
2.9000000000000004 11 7 -0.00316317609991572 -0.000736400605927673
2.9000000000000004 11 9 -0.00495868480169922 -0.00224977133361448
2.9000000000000004 11 11 -0.0111007984688559 -0.00596501241436400
2.9000000000000004 12 -12 0.0107210065991257 -0.00622154733039133
2.9000000000000004 12 -10 0.00478438038202845 -0.00231291724440939
2.9000000000000004 12 -8 0.00327504110621842 -0.00118171370904970
2.9000000000000004 12 -6 0.00219742541580618 -0.000573041761533217
2.9000000000000004 12 -4 0.00132652567992570 -0.000247525683295731
2.9000000000000004 12 -2 0.000692672032472906 -5.75606491175339e-5
2.9000000000000004 12 0 0.0129550998231710 0
2.9000000000000004 12 2 0.000692672032472904 5.75606491175313e-5
2.9000000000000004 12 4 0.00132652567992570 0.000247525683295728
2.9000000000000004 12 6 0.00219742541580618 0.000573041761533215
